Latitud,Longitud,P(ppm),K(ppm),N(ppm),S(ppm),pH,Compactacion(MPa)
-27.424782703463,-51.1845574883059,33.9,298.1,67.1,32.2,6.35,2.16
-27.424737563458,-51.1845574132551,34.6,278.3,43.4,26.2,5.94,2.15
-27.4246924234526,-51.1845573382045,38.2,269.1,53.8,27.1,6.34,1.64
-27.4246472834469,-51.1845572631541,48.3,376.0,66.2,36.9,6.8,1.44
-27.4246021434409,-51.1845571881039,30.5,226.5,45.2,23.0,5.79,2.53
-27.4245570034347,-51.1845571130538,33.3,322.4,76.2,27.8,6.36,1.56
-27.4245118634281,-51.1845570380039,50.1,334.5,78.3,35.3,6.45,1.34
-27.4244667234213,-51.1845569629542,34.1,310.5,59.1,29.4,6.4,1.64
-27.4244215834142,-51.1845568879047,36.3,298.9,66.8,27.2,6.27,1.53
-27.4243764434067,-51.1845568128553,22.3,227.4,43.4,25.3,5.88,1.98
-27.424331303399,-51.1845567378061,31.0,235.2,56.9,22.7,5.93,2.09
-27.424286163391,-51.1845566627571,38.5,338.0,68.8,34.5,6.49,1.48
-27.4242410233827,-51.1845565877083,50.1,407.1,83.1,38.9,6.66,1.12
-27.4241958833741,-51.1845565126596,33.7,289.6,55.4,32.0,6.14,1.91
-27.4241507433652,-51.1845564376111,29.2,273.1,56.3,29.0,6.3,2.15
-27.424105603356,-51.1845563625628,38.0,312.7,81.0,31.7,6.51,1.53
-27.4240604633466,-51.1845562875147,38.9,297.6,67.6,27.7,6.39,1.54
-27.4240153233368,-51.1845562124667,33.4,304.1,58.1,30.0,6.37,1.52
-27.4239701833267,-51.1845561374189,29.6,266.4,42.0,23.4,6.05,2.12
-27.4239250433164,-51.1845560623713,43.6,338.0,63.9,30.3,6.46,1.44
-27.4238799033057,-51.1845559873239,48.8,320.9,67.0,34.5,6.49,1.58
-27.4238347632948,-51.1845559122766,48.6,380.0,72.9,39.7,6.83,1.18
-27.4237896232836,-51.1845558372295,29.2,265.1,53.6,26.8,6.28,1.98
-27.423744483272,-51.1845557621826,41.9,344.8,68.5,33.6,6.64,1.56
-27.4236993432602,-51.1845556871359,32.7,256.9,59.1,23.9,6.15,1.66
-27.4236542032481,-51.1845556120893,36.8,319.1,52.6,30.3,6.27,1.67
-27.4236090632357,-51.1845555370429,50.7,384.4,76.4,37.2,6.73,1.49
-27.423563923223,-51.1845554619967,49.9,379.4,80.9,41.1,6.6,0.99
-27.42351878321,-51.1845553869507,51.6,389.1,65.6,45.1,6.8,1.41
-27.4234736431968,-51.1845553119048,28.6,235.2,44.2,23.1,6.07,2.0
-27.4234285031832,-51.1845552368591,44.4,328.2,71.6,35.1,6.68,1.7
-27.4233833631693,-51.1845551618136,39.7,355.1,65.0,31.1,6.46,1.56
-27.4233382231552,-51.1845550867683,35.6,316.7,65.1,28.8,6.32,1.58
-27.4232930831407,-51.1845550117231,36.6,254.5,45.9,27.7,6.07,2.06
-27.423247943126,-51.1845549366781,39.7,392.3,67.0,38.9,6.55,1.15
-27.4232028031109,-51.1845548616333,44.8,382.9,75.4,33.0,6.67,1.62
-27.4231576630956,-51.1845547865886,35.8,316.0,68.6,31.9,6.21,1.39
-27.42311252308,-51.1845547115442,50.5,350.6,67.4,35.6,6.56,1.13
-27.4230673830641,-51.1845546364999,46.3,324.2,66.1,34.5,6.35,1.62
-27.4230222430479,-51.1845545614558,35.2,264.4,53.0,25.6,6.13,1.58
-27.4229771030314,-51.1845544864118,30.9,298.5,57.5,23.2,6.36,1.72
-27.4229319630146,-51.1845544113681,43.8,272.7,63.4,29.7,6.23,1.92
-27.4228868229975,-51.1845543363245,43.8,336.2,73.8,29.0,6.56,1.36
-27.4228416829801,-51.1845542612811,45.0,323.8,61.5,34.0,6.57,1.3
-27.4227965429625,-51.1845541862378,31.5,242.1,52.0,25.3,6.14,1.69
-27.4227514029445,-51.1845541111948,30.5,279.6,50.3,22.3,6.14,1.85
-27.4227062629263,-51.1845540361519,43.3,352.2,68.3,34.0,6.36,1.65
-27.4226611229077,-51.1845539611092,44.2,376.0,69.4,31.7,6.57,1.28
-27.4226159828889,-51.1845538860666,43.9,327.4,74.3,38.0,6.32,1.39
-27.4225708428698,-51.1845538110243,37.8,287.5,54.9,34.3,6.13,1.48
-27.4225257028503,-51.1845537359821,41.4,315.5,57.1,35.1,6.62,1.42
-27.4224805628306,-51.1845536609401,45.4,360.7,62.9,37.2,6.55,1.51
-27.4224354228106,-51.1845535858982,35.2,371.0,64.6,35.6,6.72,1.49
-27.4223902827903,-51.1845535108566,46.4,340.2,76.3,38.7,6.64,1.57
-27.4223451427697,-51.1845534358151,41.7,344.8,63.6,29.5,6.51,1.38
-27.4223000027488,-51.1845533607737,42.6,313.2,67.3,34.1,6.24,1.83
-27.4222782888673,-51.184452153314,30.2,262.0,47.0,24.3,6.02,1.78
-27.4223234288886,-51.1844522283141,32.7,266.8,48.7,26.0,6.21,1.78
-27.4223685689096,-51.1844523033143,32.3,216.1,55.5,25.5,6.09,2.13
-27.4224137089303,-51.1844523783148,43.1,298.3,63.9,31.7,6.27,1.89
-27.4224588489507,-51.1844524533154,40.6,363.6,67.0,31.8,6.58,1.94
-27.4225039889708,-51.1844525283162,44.6,372.0,69.0,35.2,6.56,1.45
-27.4225491289906,-51.1844526033172,33.9,220.8,43.3,29.9,5.88,1.73
-27.4225942690101,-51.1844526783183,38.4,365.1,70.0,38.2,6.52,1.34
-27.4226394090294,-51.1844527533196,31.2,270.4,56.4,26.2,6.02,1.78
-27.4226845490483,-51.1844528283211,40.0,314.5,66.2,28.3,6.16,1.62
-27.422729689067,-51.1844529033228,52.2,387.9,80.4,43.1,6.65,0.93
-27.4227748290853,-51.1844529783246,49.4,368.2,68.8,31.8,6.7,0.9
-27.4228199691034,-51.1844530533266,33.1,298.0,57.6,25.6,6.12,1.65
-27.4228651091212,-51.1844531283288,34.4,326.8,62.6,30.2,6.3,1.73
-27.4229102491386,-51.1844532033312,41.6,358.3,77.4,32.1,6.5,1.25
-27.4229553891558,-51.1844532783337,47.7,359.0,72.9,39.3,6.51,1.8
-27.4230005291727,-51.1844533533365,45.3,354.9,73.9,41.3,6.72,1.67
-27.4230456691893,-51.1844534283394,37.9,281.5,61.9,36.0,6.34,1.64
-27.4230908092056,-51.1844535033424,40.6,319.2,66.4,34.5,6.59,1.59
-27.4231359492216,-51.1844535783457,34.8,288.4,54.1,35.1,6.09,1.81
-27.4231810892374,-51.1844536533491,45.1,367.7,89.1,37.7,6.51,1.64
-27.4232262292528,-51.1844537283527,40.6,348.5,69.4,33.9,6.6,1.56
-27.4232713692679,-51.1844538033564,25.4,241.6,39.4,25.1,6.14,2.1
-27.4233165092828,-51.1844538783604,27.6,267.7,53.4,28.6,6.15,1.89
-27.4233616492973,-51.1844539533645,32.2,250.6,59.5,31.2,6.14,1.84
-27.4234067893116,-51.1844540283688,42.1,363.8,77.2,31.3,6.76,1.4
-27.4234519293256,-51.1844541033732,49.4,314.2,71.7,31.4,6.67,1.05
-27.4234970693392,-51.1844541783779,23.6,242.1,52.5,27.0,6.04,1.84
-27.4235422093526,-51.1844542533827,33.6,287.2,58.2,27.0,6.31,1.92
-27.4235873493657,-51.1844543283877,27.5,196.8,46.1,20.9,5.86,1.81
-27.4236324893785,-51.1844544033929,41.1,350.2,67.2,37.2,6.38,1.47
-27.423677629391,-51.1844544783982,29.4,281.6,53.7,26.5,6.1,1.99
-27.4237227694032,-51.1844545534037,43.3,357.9,72.9,33.8,6.58,1.12
-27.4237679094152,-51.1844546284094,46.5,372.1,80.9,38.9,6.78,1.24
-27.4238130494268,-51.1844547034153,42.9,387.8,78.0,38.0,6.52,1.5
-27.4238581894381,-51.1844547784213,38.2,273.0,46.1,28.5,6.17,2.15
-27.4239033294492,-51.1844548534275,27.9,185.0,47.6,27.1,6.07,1.85
-27.4239484694599,-51.1844549284339,50.9,371.2,78.7,41.1,6.52,1.19
-27.4239936094704,-51.1844550034405,34.2,257.4,56.9,23.3,6.23,1.74
-27.4240387494805,-51.1844550784472,42.5,304.4,59.6,33.5,6.32,1.47
-27.4240838894904,-51.1844551534541,26.8,310.6,55.2,31.9,6.5,1.88
-27.4241290295,-51.1844552284612,27.0,239.5,51.8,19.6,6.0,2.19
-27.4241741695093,-51.1844553034685,52.6,402.7,79.0,39.9,6.81,1.32
-27.4242193095183,-51.1844553784759,43.0,357.6,71.5,33.4,6.39,1.3
-27.424264449527,-51.1844554534835,37.0,280.1,50.8,22.7,5.92,1.63
-27.4243095895354,-51.1844555284913,50.7,364.5,76.8,35.5,6.8,1.18
-27.4243547295435,-51.1844556034993,43.3,365.3,71.6,34.6,6.58,1.39
-27.4243998695513,-51.1844556785074,27.5,252.0,53.4,23.2,6.2,2.25
-27.4244450095589,-51.1844557535157,30.1,261.0,50.3,28.0,6.29,1.79
-27.4244901495661,-51.1844558285242,47.6,354.0,77.7,37.0,6.8,1.16
-27.4245352895731,-51.1844559035329,40.9,325.8,78.4,34.9,6.58,1.49
-27.4245804295797,-51.1844559785417,41.4,372.3,65.5,37.2,6.39,1.6
-27.4246255695861,-51.1844560535507,31.4,306.0,51.6,24.4,6.34,1.52
-27.4246707095921,-51.1844561285599,36.3,297.5,65.1,27.4,6.2,1.95
-27.4247158495979,-51.1844562035693,32.8,285.4,52.7,28.8,6.06,1.52
-27.4247609896034,-51.1844562785788,26.2,236.0,55.0,27.9,6.23,2.14
-27.4248061296086,-51.1844563535885,52.1,366.6,72.3,35.3,6.68,1.28
-27.4248512696135,-51.1844564285984,40.4,294.2,60.6,34.2,6.51,1.78
-27.4248964096181,-51.1844565036085,40.8,361.3,61.5,29.1,6.3,1.56
-27.4249415496224,-51.1844565786187,36.0,292.3,58.3,38.4,6.34,1.42
-27.4249866896264,-51.1844566536291,36.6,310.5,55.1,22.6,6.25,1.68
-27.4250318296302,-51.1844567286397,48.1,347.6,67.1,36.3,6.45,1.63
-27.4250769696336,-51.1844568036505,28.7,243.9,39.1,32.5,6.03,1.93
-27.4251221096367,-51.1844568786614,49.0,372.7,62.6,36.1,6.61,1.29
-27.4251672496396,-51.1844569536725,29.6,251.6,44.8,25.4,5.76,1.81
-27.4252123896421,-51.1844570286838,46.3,344.1,67.1,37.1,6.65,1.69
-27.4252575296444,-51.1844571036953,29.2,282.7,45.1,26.6,6.09,2.24
-27.4253026696464,-51.1844571787069,35.8,244.0,57.7,27.7,6.19,2.02
-27.4253478096481,-51.1844572537187,30.3,270.9,65.3,30.5,6.27,1.98
-27.4253929496495,-51.1844573287307,47.3,365.0,72.4,36.5,6.58,1.11
-27.4254380896506,-51.1844574037429,27.1,265.4,45.6,22.0,5.99,2.03
-27.4254832296514,-51.1844574787552,29.9,258.5,59.8,27.1,6.04,2.02
-27.4255283696519,-51.1844575537677,51.2,389.5,74.1,32.2,6.61,1.39
-27.4255735096521,-51.1844576287804,44.4,328.0,72.2,28.9,6.63,1.36
-27.425618649652,-51.1844577037933,46.4,418.6,83.5,42.1,6.9,1.25
-27.4256637896516,-51.1844577788063,35.7,318.3,55.8,31.3,6.33,1.65
-27.425708929651,-51.1844578538195,43.5,359.4,73.4,36.9,6.68,1.46
-27.42575406965,-51.1844579288329,39.0,284.8,56.6,29.7,6.04,1.72
-27.4257992096488,-51.1844580038464,31.9,274.8,64.0,24.9,6.07,1.87
-27.4258443496472,-51.1844580788602,42.2,338.3,56.1,32.0,6.43,1.46
-27.4258894896454,-51.1844581538741,37.0,295.5,55.1,30.2,6.27,1.9
-27.4259346296433,-51.1844582288882,37.9,306.9,60.0,30.5,6.55,1.71
-27.4259797696409,-51.1844583039024,39.8,319.1,54.3,33.2,6.5,1.87
-27.4260249096382,-51.1844583789169,31.9,292.2,54.1,28.4,6.27,1.62
-27.4260700496352,-51.1844584539315,36.0,242.3,48.0,23.3,5.94,2.03
-27.4261151896319,-51.1844585289463,36.5,306.9,55.7,30.6,6.17,1.44
-27.4261603296283,-51.1844586039612,45.6,374.2,71.1,35.3,6.57,1.34
-27.4262054696244,-51.1844586789763,41.0,326.0,72.9,37.5,6.65,1.45
-27.4262506096202,-51.1844587539917,43.4,368.2,61.9,29.5,6.42,1.38
-27.4262957496158,-51.1844588290071,35.3,329.7,57.0,32.4,6.23,1.4
-27.426340889611,-51.1844589040228,45.2,322.9,68.1,36.3,6.34,1.29
-27.426386029606,-51.1844589790386,42.7,400.2,77.7,42.8,6.58,1.54
-27.4264311696006,-51.1844590540546,31.0,246.3,61.7,23.7,6.15,1.8
-27.426476309595,-51.1844591290708,46.3,380.6,78.2,33.0,6.73,1.44
-27.4265214495891,-51.1844592040872,47.7,353.9,70.3,46.1,6.62,1.65
-27.4265665895828,-51.1844592791037,46.5,364.1,80.3,36.0,6.61,1.48
-27.4266117295763,-51.1844593541204,33.5,282.6,53.5,28.9,6.22,2.01
-27.4266568695695,-51.1844594291373,39.8,316.9,68.3,30.1,6.21,1.89
-27.4267020095624,-51.1844595041544,38.6,309.7,66.5,32.9,6.31,1.83
-27.426747149555,-51.1844595791716,48.3,403.3,68.3,42.0,6.76,1.89
-27.4267922895473,-51.184459654189,22.8,233.8,54.2,29.9,6.18,1.71
-27.4268374295394,-51.1844597292066,35.3,312.7,55.4,30.1,6.34,1.78
-27.4268825695311,-51.1844598042243,28.4,260.8,53.4,26.1,6.23,1.93
-27.4269277095225,-51.1844598792423,44.6,320.6,77.9,33.3,6.53,1.67
-27.4269728495137,-51.1844599542604,47.9,372.2,70.9,33.2,6.69,1.6
-27.4270179895045,-51.1844600292787,24.6,208.2,50.8,25.3,6.0,2.32
-27.4270631294951,-51.1844601042971,26.8,260.5,49.7,20.4,6.12,2.2
-27.4271082694854,-51.1844601793158,33.4,245.6,56.8,32.2,6.06,1.44
-27.4271534094753,-51.1844602543346,40.6,286.7,61.5,29.6,6.41,1.53
-27.427198549465,-51.1844603293535,44.6,374.7,63.3,37.3,6.55,1.4
-27.4272436894544,-51.1844604043727,49.8,372.8,69.5,37.5,6.78,1.3
-27.4272888294435,-51.184460479392,41.1,271.1,64.2,31.9,6.37,1.66
-27.4273339694323,-51.1844605544115,37.2,285.3,59.1,30.1,6.34,1.57
-27.4273791094208,-51.1844606294312,37.4,269.3,59.9,23.8,6.33,1.69
-27.4274242494091,-51.1844607044511,46.3,356.9,67.5,32.1,6.67,1.39
-27.427469389397,-51.1844607794711,30.7,295.2,57.7,30.6,6.24,1.56
-27.4275145293846,-51.1844608544913,33.9,272.5,48.1,28.3,6.18,1.83
-27.427559669372,-51.1844609295117,28.8,240.6,58.3,22.8,5.94,2.51
-27.427604809359,-51.1844610045323,30.4,214.8,40.8,23.2,6.08,2.18
-27.4276499493458,-51.184461079553,28.3,227.0,46.5,29.2,6.1,1.79
-27.4276950893322,-51.1844611545739,30.8,300.4,58.8,26.7,6.24,1.83
-27.4277402293184,-51.184461229595,31.6,252.0,58.8,29.7,6.26,2.27
-27.4277853693043,-51.1844613046162,30.2,264.7,61.8,29.6,6.04,1.94
-27.4278305092899,-51.1844613796377,23.8,269.3,50.2,29.1,5.99,1.95
-27.4278756492752,-51.1844614546593,30.0,209.8,42.0,18.9,6.2,1.88
-27.4279207892602,-51.184461529681,46.0,386.7,78.3,35.2,6.54,1.16
-27.4279659292449,-51.184461604703,32.2,287.0,50.5,28.5,5.88,2.17
-27.4280110692293,-51.1844616797251,37.3,254.8,48.1,29.7,6.33,1.74
-27.4280562092134,-51.1844617547474,32.8,304.3,57.0,22.7,6.4,1.86
-27.4281013491973,-51.1844618297699,40.7,319.5,70.9,30.3,6.68,1.36
-27.4281464891808,-51.1844619047926,35.8,297.3,55.0,27.5,6.27,1.63
-27.428191629164,-51.1844619798154,32.6,257.4,56.4,31.2,6.25,1.77
-27.428236769147,-51.1844620548384,34.3,311.2,49.7,31.0,6.39,1.66
-27.4282819091297,-51.1844621298616,38.4,321.2,55.4,31.3,6.5,1.44
-27.428327049112,-51.1844622048849,28.9,250.2,51.5,26.1,5.97,1.99
-27.4283721890941,-51.1844622799085,36.9,321.4,65.5,31.0,6.58,1.56
-27.4284173290759,-51.1844623549322,33.5,304.4,56.5,32.4,6.2,1.59
-27.4284624690574,-51.184462429956,31.4,285.1,65.4,28.3,6.04,1.47
-27.4285076090386,-51.1844625049801,34.2,262.5,55.8,31.2,6.05,1.74
-27.4285527490195,-51.1844625800043,42.1,345.6,63.5,40.1,6.48,1.54
-27.4285978890001,-51.1844626550287,50.3,375.4,79.6,35.3,6.91,1.5
-27.4286430289804,-51.1844627300533,41.8,300.6,59.5,26.2,6.29,1.51
-27.4286881689604,-51.1844628050781,48.6,380.2,82.0,34.8,6.63,1.42
-27.4287333089402,-51.184462880103,37.8,362.3,69.5,31.9,6.53,1.03
-27.4287784489196,-51.1844629551281,50.2,388.5,76.9,36.2,6.7,1.34
-27.4288235888988,-51.1844630301534,39.4,280.5,60.9,31.7,6.21,1.71
-27.4288687288776,-51.1844631051788,28.8,248.8,46.4,23.9,6.23,1.88
-27.4289138688562,-51.1844631802045,52.6,385.3,70.6,36.7,6.81,1.48
-27.4289590088345,-51.1844632552303,32.2,303.2,63.5,26.3,6.05,1.97
-27.4290041488124,-51.1844633302562,35.8,332.9,70.8,34.4,6.44,1.51
-27.4290492887901,-51.1844634052824,32.7,290.1,59.7,28.4,6.08,1.68
-27.4290944287675,-51.1844634803087,33.7,238.1,44.2,22.5,6.06,2.02
-27.4291395687446,-51.1844635553352,44.8,403.8,73.5,39.8,6.69,1.17
-27.4291847087214,-51.1844636303619,44.1,368.5,69.8,31.6,6.75,1.51
-27.4292298486979,-51.1844637053888,48.5,416.0,83.6,36.1,6.56,1.29
-27.4292749886742,-51.1844637804158,39.0,353.2,70.2,32.0,6.46,1.57
-27.4293201286501,-51.184463855443,32.8,281.8,47.1,33.3,6.35,1.8
-27.4293652686257,-51.1844639304704,29.1,240.5,52.2,17.1,6.17,1.97
-27.4294104086011,-51.1844640054979,45.6,375.0,69.7,47.1,6.71,1.53
-27.4294555485761,-51.1844640805256,35.5,343.0,64.1,37.2,6.41,1.12
-27.4295006885509,-51.1844641555536,42.6,344.6,66.6,34.4,6.47,1.65
-27.4295458285254,-51.1844642305816,53.1,448.3,94.2,32.4,6.82,1.26
-27.4295909684995,-51.1844643056099,49.4,374.5,67.0,46.2,6.79,1.06
-27.4296361084734,-51.1844643806383,32.4,316.7,52.4,26.1,6.1,1.05
-27.429681248447,-51.1844644556669,37.3,363.3,55.8,33.4,6.52,1.31
-27.4297263884203,-51.1844645306957,39.2,355.7,67.7,33.3,6.62,1.71
-27.4297715283933,-51.1844646057246,35.9,252.5,60.7,26.2,5.99,2.17
-27.429816668366,-51.1844646807538,49.3,378.7,81.4,39.4,6.79,1.73
-27.4298618083384,-51.1844647557831,30.8,237.0,39.3,25.3,5.83,2.31
-27.4299069483106,-51.1844648308125,33.5,285.5,52.1,23.8,6.24,1.69
-27.4299520882824,-51.1844649058422,48.0,366.8,80.3,34.6,6.54,1.3
-27.4299972282539,-51.184464980872,45.2,349.6,70.6,32.9,6.69,1.38
-27.4300423682252,-51.184465055902,31.9,263.5,43.9,27.5,6.03,1.96
-27.4300875081961,-51.1844651309322,32.3,252.8,60.4,24.0,6.22,1.86
-27.4301326481668,-51.1844652059626,35.8,340.4,66.7,29.7,6.44,1.37
-27.4301777881372,-51.1844652809931,46.6,335.2,78.6,41.3,6.77,1.45
-27.4302229281072,-51.1844653560238,31.5,224.9,50.6,17.8,5.99,2.05
-27.430268068077,-51.1844654310547,35.4,338.6,79.5,27.3,6.49,1.55
-27.4303132080465,-51.1844655060857,51.4,380.9,83.3,45.7,6.8,1.24
-27.4303583480157,-51.1844655811169,45.7,335.7,64.6,33.2,6.47,1.77
-27.4304034879846,-51.1844656561483,42.4,367.3,61.5,34.4,6.52,1.23
-27.4304486279533,-51.1844657311799,32.3,262.6,53.7,22.0,6.17,1.63
-27.4304937679216,-51.1844658062117,32.1,266.1,52.2,22.4,6.07,1.83
-27.4305389078896,-51.1844658812436,26.7,250.7,49.5,27.6,5.91,1.98
-27.4305840478573,-51.1844659562757,34.5,269.5,65.0,23.8,6.37,1.6
-27.4306291878248,-51.184466031308,42.8,315.5,58.6,35.0,6.39,1.51
-27.4306743277919,-51.1844661063404,23.5,269.9,55.1,24.5,5.98,2.05
-27.4307194677588,-51.184466181373,29.2,253.8,52.8,28.2,6.12,1.41
-27.4307646077254,-51.1844662564058,27.5,224.2,41.8,26.5,5.88,2.02
-27.4308097476916,-51.1844663314388,40.8,291.4,75.6,31.8,6.45,1.43
-27.4308548876576,-51.184466406472,45.5,342.4,64.5,41.4,6.65,1.44
-27.4309000276233,-51.1844664815053,52.0,388.0,68.3,41.3,6.77,1.45
-27.4309451675887,-51.1844665565388,39.6,339.1,59.6,32.1,6.14,1.9
-27.4309903075538,-51.1844666315725,36.0,297.3,55.1,28.5,6.09,1.78
-27.4310354475186,-51.1844667066063,29.6,268.5,60.4,29.9,6.07,1.74
-27.4310805874831,-51.1844667816403,40.3,288.6,67.9,32.1,6.36,1.42
-27.4311257274474,-51.1844668566745,29.5,266.5,57.8,24.8,6.1,2.04
-27.4311708674113,-51.1844669317089,32.5,258.2,53.2,30.1,6.24,2.24
-27.4312160073749,-51.1844670067435,45.2,334.5,72.7,35.2,6.56,1.53
-27.4312611473383,-51.1844670817782,48.9,369.0,74.9,35.4,6.73,1.43
-27.4313062873013,-51.1844671568131,34.1,335.3,64.2,27.8,6.29,1.53
-27.4313514272641,-51.1844672318482,32.5,342.6,65.0,36.5,6.22,1.88
-27.4313965672266,-51.1844673068834,29.4,273.7,54.0,24.6,6.1,1.94
-27.4314417071887,-51.1844673819188,50.6,400.2,81.3,40.6,6.85,0.92
-27.4314868471506,-51.1844674569544,36.6,277.4,60.1,31.7,6.3,1.67
-27.4315319871122,-51.1844675319902,51.3,393.6,73.5,34.8,6.69,1.14
-27.4315771270735,-51.1844676070262,49.8,391.7,82.5,37.3,6.69,1.44
-27.4316222670345,-51.1844676820623,28.8,248.5,48.0,21.1,5.95,1.99
-27.4316674069952,-51.1844677570986,29.4,311.0,60.1,32.0,6.21,1.42
-27.4317125469557,-51.1844678321351,37.3,319.6,57.7,27.4,6.55,1.49
-27.4317576869158,-51.1844679071717,34.9,251.4,48.7,23.7,6.27,1.88
-27.4318028268756,-51.1844679822085,27.0,222.7,39.0,20.5,5.99,1.86
-27.4318479668352,-51.1844680572455,36.2,272.6,55.4,33.8,6.4,1.79
-27.4318931067944,-51.1844681322827,32.6,265.2,51.2,22.7,5.95,1.93
-27.4319382467534,-51.18446820732,36.6,340.2,62.6,31.5,6.33,1.48
-27.431983386712,-51.1844682823576,43.3,324.2,72.3,31.3,6.4,1.43
-27.4320285266704,-51.1844683573953,41.4,277.4,57.2,29.2,6.27,1.7
-27.4320736666285,-51.1844684324331,30.7,269.4,53.2,21.9,6.06,1.7
-27.4321188065863,-51.1844685074712,26.6,281.2,51.1,22.7,6.14,2.11
-27.4321639465438,-51.1844685825094,45.8,410.1,73.0,27.9,6.7,1.46
-27.432209086501,-51.1844686575478,24.9,291.8,51.0,26.8,6.07,2.18
-27.4322542264579,-51.1844687325864,43.2,340.3,70.1,28.8,6.45,1.47
-27.4322993664145,-51.1844688076251,41.5,307.7,59.6,32.3,6.45,1.77
-27.4323445063708,-51.1844688826641,48.1,359.9,73.7,28.6,6.6,1.65
-27.4323896463268,-51.1844689577032,32.4,270.9,51.4,30.2,6.23,1.61
-27.4324347862826,-51.1844690327424,30.8,242.6,51.5,25.3,5.83,2.07
-27.432479926238,-51.1844691077819,31.9,322.0,56.6,29.8,6.31,1.49
-27.4325250661932,-51.1844691828215,42.0,375.6,76.6,34.6,6.61,1.64
-27.432570206148,-51.1844692578613,43.4,397.5,78.3,35.5,6.73,1.53
-27.4326153461026,-51.1844693329013,35.1,290.5,66.8,30.6,6.23,2.14
-27.4326604860569,-51.1844694079414,42.5,351.1,71.4,38.4,6.53,1.88
-27.4327056260109,-51.1844694829818,40.8,293.2,67.2,37.2,6.46,1.4
-27.4327507659646,-51.1844695580222,45.7,402.6,71.6,28.1,6.73,1.27
-27.432795905918,-51.1844696330629,29.9,273.4,52.5,23.3,6.1,2.07
-27.4328410458711,-51.1844697081038,32.2,258.5,58.8,24.6,6.13,1.68
-27.4328861858239,-51.1844697831448,42.0,335.3,64.1,33.1,6.65,1.22
-27.4329313257764,-51.184469858186,49.4,413.3,72.5,38.1,6.66,1.06
-27.4329764657286,-51.1844699332274,39.4,312.9,73.6,33.1,6.45,1.42
-27.4330216056806,-51.1844700082689,44.5,364.3,69.2,31.7,6.36,1.59
-27.4330667456322,-51.1844700833106,32.3,254.4,55.8,25.2,6.36,1.76
-27.4331118855835,-51.1844701583525,39.7,324.3,72.5,38.1,6.64,1.42
-27.4331570255346,-51.1844702333946,28.6,254.2,48.5,25.0,6.05,1.78
-27.4332021654854,-51.1844703084368,35.4,299.9,57.3,31.1,6.26,1.82
-27.4332473054358,-51.1844703834793,36.5,299.4,59.1,27.7,6.33,1.59
-27.433292445386,-51.1844704585219,42.6,290.6,64.3,32.5,6.37,1.47
-27.4333375853359,-51.1844705335646,30.2,286.2,47.2,30.7,6.19,1.88
-27.4333827252855,-51.1844706086076,44.8,386.3,73.5,33.4,6.74,1.13
-27.4334278652348,-51.1844706836507,47.0,396.1,74.8,45.9,6.73,0.96
-27.4334730051838,-51.184470758694,41.9,330.7,71.6,36.1,6.42,1.87
-27.4335181451325,-51.1844708337375,33.3,309.8,60.3,27.1,6.33,1.91
-27.4335632850809,-51.1844709087811,41.4,334.6,72.5,31.8,6.42,1.49
-27.4336084250291,-51.1844709838249,27.3,289.0,54.3,24.2,6.12,1.86
-27.4336535649769,-51.1844710588689,40.8,281.8,64.9,29.4,6.39,1.18
-27.4336987049245,-51.1844711339131,47.8,392.3,68.1,34.4,6.73,1.4
-27.4337438448717,-51.1844712089575,26.5,244.5,46.6,24.4,6.05,1.61
-27.4337889848187,-51.184471284002,37.7,349.8,78.3,42.8,6.69,1.33
-27.4338341247653,-51.1844713590467,41.6,366.7,66.5,37.6,6.71,1.52
-27.4338792647117,-51.1844714340916,31.8,227.8,65.2,23.3,6.2,1.74
-27.4339244046578,-51.1844715091366,46.6,323.6,61.0,29.8,6.3,1.78
-27.4339695446036,-51.1844715841818,47.7,364.9,74.3,37.4,6.49,1.06
-27.4340146845491,-51.1844716592272,43.3,419.1,80.6,37.4,6.73,1.31
-27.4340598244943,-51.1844717342728,38.9,337.4,61.6,33.3,6.6,1.51
-27.4341049644392,-51.1844718093185,32.7,251.8,56.6,23.9,6.28,1.83
-27.4341501043838,-51.1844718843645,32.2,244.9,57.2,25.6,6.11,1.7
-27.4341952443281,-51.1844719594105,29.1,223.9,51.8,26.5,6.16,1.57
-27.4342403842722,-51.1844720344568,27.8,285.2,43.6,28.3,5.97,2.13
-27.4342855242159,-51.1844721095033,30.8,222.0,60.1,29.8,6.17,1.86
-27.4343306641593,-51.1844721845499,41.0,346.7,66.7,35.3,6.68,1.67
-27.4343758041025,-51.1844722595967,45.6,376.0,68.8,37.1,6.4,1.19
-27.4344209440454,-51.1844723346437,47.5,393.0,77.7,38.8,6.76,1.17
-27.4344660839879,-51.1844724096908,29.9,266.7,49.8,21.6,5.98,2.76
-27.4345112239302,-51.1844724847381,50.9,391.6,84.5,39.5,6.9,1.12
-27.4345563638722,-51.1844725597856,46.2,393.1,71.5,37.9,6.82,0.96
-27.4346015038139,-51.1844726348333,41.9,317.3,59.7,38.6,6.41,1.54
-27.4346466437553,-51.1844727098811,32.0,226.8,53.3,24.2,6.13,2.0
-27.4346917836964,-51.1844727849292,36.3,273.2,61.5,28.3,6.07,1.86
-27.4347369236372,-51.1844728599774,36.0,274.6,62.7,31.8,6.6,2.04
